Genotype,Envir,Management,Row,Position,Weight_sample,R,P,Weight_sample_spats_residuals,Weight_sample_spats_geno_pred_values,Weight_sample_spats_adj_pheno
290,FRA_2020_1,1,12,3,4.34,12,3,0.914448673314816,3.44260767155484,4.35705634486965
290,FRA_2020_1,1,13,60,2.7,13,60,-0.812059772951261,3.44260767155484,2.63054789860358
2902,FRA_2020_1,1,9,73,5.32,9,73,0.436986909349682,4.4091757007833,4.84616261013298
2902,FRA_2020_1,1,6,32,4.58,6,32,0.163232871852691,4.4091757007833,4.57240857263599
2936,FRA_2020_1,1,6,43,2.14,6,43,-0.209171913681063,2.3591919636444,2.15002004996334
2936,FRA_2020_1,1,5,65,2.26,5,65,-0.246452465800973,2.3591919636444,2.11273949784343
2971,FRA_2020_1,1,6,64,3.34,6,64,0.021712564855195,3.30421566998544,3.32592823484063
2971,FRA_2020_1,1,7,26,3.54,7,26,0.00939753261092058,3.30421566998544,3.31361320259636
2974,FRA_2020_1,1,5,23,2.96,5,23,-0.877021561317029,3.73860701735919,2.86158545604216
2974,FRA_2020_1,1,2,58,4.66,2,58,1.13186493006095,3.73860701735919,4.87047194742015
2975,FRA_2020_1,1,8,22,2.7,8,22,-0.323624079518726,2.94415907357341,2.62053499405468
2975,FRA_2020_1,1,5,60,3.24,5,60,0.16928702052684,2.94415907357341,3.11344609410025
2979,FRA_2020_1,1,4,65,2.66,4,65,-0.34257987833058,3.21771886507585,2.87513898674527
2979,FRA_2020_1,1,4,1,3.28,4,1,0.329139794872273,3.21771886507585,3.54685865994812
2980,FRA_2020_1,1,3,46,3.66,3,46,-0.0419228325412733,3.64777022796722,3.60584739542595
2980,FRA_2020_1,1,10,31,4.12,10,31,0.249980711275074,3.64777022796722,3.8977509392423
2990,FRA_2020_1,1,8,2,2,8,2,-0.451869589403489,2.36648211013005,1.91461252072656
2992,FRA_2020_1,1,12,75,3.78,12,75,0.164380121231013,3.5971635838038,3.76154370503481
2992,FRA_2020_1,1,6,39,3.6,6,39,0.0176128045162147,3.5971635838038,3.61477638832001
2997,FRA_2020_1,1,1,47,2.02,1,47,-0.338468124496888,2.58665774540142,2.24818962090453
30,FRA_2020_1,1,4,23,2.74,4,23,0.672700146256708,2.33393998389853,3.00664013015524
30,FRA_2020_1,1,13,74,1.32,13,74,-1.14133055836105,2.33393998389853,1.19260942553748
301,FRA_2020_1,1,9,83,1.9,9,83,-0.622936446505805,2.03434571341418,1.41140926690837
3010,FRA_2020_1,1,14,60,4.36,14,60,0.470889941678929,3.92971948368336,4.40060942536229
3010,FRA_2020_1,1,13,29,3.88,13,29,-0.117614093717385,3.92971948368336,3.81210538996597
3013,FRA_2020_1,1,4,44,4.28,4,44,0.617433286833276,3.88874283667537,4.50617612350865
3013,FRA_2020_1,1,6,4,3.54,6,4,-0.285262461650199,3.88874283667537,3.60348037502517
3026,FRA_2020_1,1,2,52,1.72,2,52,0.0273928591118151,1.92472313465837,1.95211599377019
3026,FRA_2020_1,1,13,2,1.32,13,2,-0.706790416777469,1.92472313465837,1.2179327178809
3042,FRA_2020_1,1,7,66,3.6,7,66,0.197990829934468,3.14663030592873,3.3446211358632
3042,FRA_2020_1,1,8,23,2.98,8,23,-0.248045077060098,3.14663030592873,2.89858522886863
3062,FRA_2020_1,1,10,18,1.54,10,18,-0.909830211952606,2.23967745281923,1.32984724086662
3062,FRA_2020_1,1,5,76,2.76,5,76,0.392649881520461,2.23967745281923,2.63232733433969
308,FRA_2020_1,1,2,55,3.16,2,55,0.139083609789338,3.23440242527323,3.37348603506257
308,FRA_2020_1,1,7,21,3.3,7,21,-0.143930825267909,3.23440242527323,3.09047160000532
3148,FRA_2020_1,1,2,13,3.46,2,13,-0.829315951994827,4.61807836248401,3.78876241048918
3148,FRA_2020_1,1,7,53,6.4,7,53,1.53713105286348,4.61807836248401,6.15520941534749
3160,FRA_2020_1,1,8,14,2.6,8,14,-0.243700890875272,2.75132771271789,2.50762682184261
3160,FRA_2020_1,1,13,78,2.9,13,78,-0.00995396399350978,2.75132771271789,2.74137374872438
317,FRA_2020_1,1,7,76,4.06,7,76,0.196344317697061,3.62502765806585,3.82137197576291
3170,FRA_2020_1,1,8,70,2.32,8,70,-0.359872540156955,2.54509980944838,2.18522726929143
3172,FRA_2020_1,1,12,85,4.12,12,85,0.264906584887955,3.79785413820442,4.06276072309238
3172,FRA_2020_1,1,13,34,3.88,13,34,0.0204520145129381,3.79785413820442,3.81830615271736
3173,FRA_2020_1,1,2,49,1.2,2,49,-1.40342082583129,2.84275490143656,1.43933407560527
3173,FRA_2020_1,1,9,40,4.48,9,40,1.19685554615646,2.84275490143656,4.03961044759302
3190,FRA_2020_1,1,1,44,3.62,1,44,-0.0281342674116383,3.89816992727602,3.87003565986438
3190,FRA_2020_1,1,9,27,4.72,9,27,0.365160515778141,3.89816992727602,4.26333044305416
32,FRA_2020_1,1,4,24,3.24,4,24,0.0864271162717292,3.39760422524417,3.4840313415159
32,FRA_2020_1,1,4,58,3.38,4,58,0.182095906249109,3.39760422524417,3.57970013149328
32,FRA_2020_1,1,9,71,3.6,9,71,-0.269303009982274,3.39760422524417,3.1283012152619
32,FRA_2020_1,1,13,9,3.56,13,9,0.0799898619932487,3.39760422524417,3.47759408723742
323,FRA_2020_1,1,14,74,3.96,14,74,0.235469274884963,3.70099107098037,3.93646034586534
324,FRA_2020_1,1,11,66,2.52,11,66,-0.381215747990222,2.7456901399483,2.36447439195808
324,FRA_2020_1,1,5,3,2.96,5,3,0.124657261165056,2.7456901399483,2.87034740111336
327,FRA_2020_1,1,3,26,3.26,3,26,0.0998063831169635,3.15110768001303,3.25091406312999
327,FRA_2020_1,1,1,46,2.78,1,46,-0.147554558639938,3.15110768001303,3.00355312137309
33,FRA_2020_1,1,12,63,0.64,12,63,-1.06791473296116,1.71511326316719,0.647198530206026
33,FRA_2020_1,1,2,27,1.74,2,27,0.280557607213927,1.71511326316719,1.99567087038112
330,FRA_2020_1,1,6,60,2.82,6,60,-0.2390595071136,3.06540695202746,2.82634744491386
330,FRA_2020_1,1,4,11,2.94,4,11,0.14717117010024,3.06540695202746,3.2125781221277
333,FRA_2020_1,1,9,31,3.7,9,31,0.460227311469774,2.78391485867945,3.24414217014922
333,FRA_2020_1,1,4,62,1.88,4,62,-0.697098156224956,2.78391485867945,2.08681670245449
334,FRA_2020_1,1,7,63,5.7,7,63,0.211609664157894,5.23703953797031,5.4486492021282
334,FRA_2020_1,1,14,22,4.92,14,22,-0.286145974542736,5.23703953797031,4.95089356342757
334,FRA_2020_1,1,1,76,6.5,1,76,1.55330210326573,5.23703953797031,6.79034164123604
334,FRA_2020_1,1,2,34,4.52,2,34,-0.452154727445391,5.23703953797031,4.78488481052492
338,FRA_2020_1,1,11,85,2.72,11,85,0.0736510479391703,2.44802592882073,2.5216769767599
338,FRA_2020_1,1,12,29,1.92,12,29,-0.483521492059373,2.44802592882073,1.96450443676135
34,FRA_2020_1,1,13,49,2.2,13,49,-0.375584640616522,2.51459383932726,2.13900919871073
345,FRA_2020_1,1,10,9,1.94,10,9,-0.692824451458175,2.43306850607521,1.74024405461703
345,FRA_2020_1,1,3,50,2.74,3,50,0.275250186483865,2.43306850607521,2.70831869255907
353,FRA_2020_1,1,6,62,4.22,6,62,0.490746940617111,3.70704923523759,4.1977961758547
353,FRA_2020_1,1,12,9,3.42,12,9,-0.252157408122509,3.70704923523759,3.45489182711508
366,FRA_2020_1,1,7,79,3.72,7,79,0.490659431615075,2.96619583351015,3.45685526512522
366,FRA_2020_1,1,14,36,2.3,14,36,-0.633646457005185,2.96619583351015,2.33254937650496
37,FRA_2020_1,1,10,83,3.54,10,83,-0.0449741422940049,3.31938554542575,3.27441140313174
37,FRA_2020_1,1,6,86,3.86,6,86,0.526183787165775,3.31938554542575,3.84556933259152
37,FRA_2020_1,1,7,35,3.1,7,35,-0.442286302787268,3.31938554542575,2.87709924263848
378,FRA_2020_1,1,8,80,2.26,8,80,-0.248546871297763,2.3782021503175,2.12965527901974
378,FRA_2020_1,1,4,2,1.9,4,2,-0.197286311196386,2.3782021503175,2.18091583912112
40,FRA_2020_1,1,13,42,3.18,13,42,0.605782214439514,2.50852851054964,3.11431072498915
40,FRA_2020_1,1,2,70,3.38,2,70,1.10273270832218,2.50852851054964,3.61126121887182
40,FRA_2020_1,1,13,41,1.5,13,41,-1.07500562214135,2.50852851054964,1.43352288840829
40,FRA_2020_1,1,9,23,2.72,9,23,-0.221942492068949,2.50852851054964,2.28658601848069
40,FRA_2020_1,1,12,44,1.46,12,44,-1.00734004797605,2.50852851054964,1.50118846257358
40,FRA_2020_1,1,6,82,2.74,6,82,0.21706465111213,2.50852851054964,2.72559316166177
405,FRA_2020_1,1,5,17,1.78,5,17,-0.531858710620121,2.21117851159915,1.67931980097902
409,FRA_2020_1,1,10,44,3.06,10,44,0.0253081659136285,2.82418952425707,2.8494976901707
409,FRA_2020_1,1,5,19,2.68,5,19,-0.241435543438662,2.82418952425707,2.58275398081841
410,FRA_2020_1,1,3,7,3.06,3,7,0.571620411782485,2.53576609630759,3.10738650809007
410,FRA_2020_1,1,10,63,1.84,10,63,-0.936300281060479,2.53576609630759,1.59946581524711
424,FRA_2020_1,1,6,41,3.1,6,41,-0.0472984112511155,3.15198092388479,3.10468251263367
428,FRA_2020_1,1,13,59,3.74,13,59,-0.1368571043743,3.78866068564446,3.65180358127016
428,FRA_2020_1,1,4,18,3.94,4,18,0.417480615868828,3.78866068564446,4.20614130151329
43,FRA_2020_1,1,8,11,2.28,8,11,0.0564964903071705,2.13696751899914,2.19346400930631
43,FRA_2020_1,1,4,49,1.28,4,49,-0.626577574000687,2.13696751899914,1.51038994499845
435,FRA_2020_1,1,7,55,3.92,7,55,0.28313202403967,3.38671753360314,3.66984955764281
435,FRA_2020_1,1,7,3,3.38,7,3,-0.209529340233375,3.38671753360314,3.17718819336977
440,FRA_2020_1,1,13,61,1.08,13,61,-0.401164070135678,1.39975627315411,0.998592203018428
440,FRA_2020_1,1,14,39,0.8,14,39,-0.548617678989805,1.39975627315411,0.851138594164302
445,FRA_2020_1,1,14,63,4.9,14,63,0.880749875202613,4.02488027219413,4.90563014739674
445,FRA_2020_1,1,8,13,3.6,8,13,-0.478461461407024,4.02488027219413,3.54641881078711
447,FRA_2020_1,1,5,48,4.74,5,48,0.0857361718747409,4.51004090322774,4.59577707510248
447,FRA_2020_1,1,5,13,5.14,5,13,0.566434233660806,4.51004090322774,5.07647513688855
45,FRA_2020_1,1,2,32,1.78,2,32,-0.41657986864304,2.43499918522588,2.01841931658284
457,FRA_2020_1,1,12,5,4.2,12,5,0.328947314609709,3.88248420069673,4.21143151530644
46,FRA_2020_1,1,13,76,0.58,13,76,-1.43968982863742,1.88905179104051,0.449361962403091
46,FRA_2020_1,1,4,5,2.36,4,5,0.741919744799801,1.88905179104051,2.63097153584031
462,FRA_2020_1,1,13,62,5.9,13,62,0.868344161185132,4.92975500496662,5.79809916615175
465,FRA_2020_1,1,4,64,3.1,4,64,-0.0960569103690725,3.412330345378,3.31627343500893
465,FRA_2020_1,1,14,5,3.6,14,5,0.182851473340676,3.412330345378,3.59518181871868
468,FRA_2020_1,1,4,67,2.22,4,67,-0.240063571289099,2.69318395942541,2.45312038813631
468,FRA_2020_1,1,4,22,2.38,4,22,-0.0435382247587417,2.69318395942541,2.64964573466667
472,FRA_2020_1,1,5,84,3.2,5,84,0.291920813139773,2.7655768300157,3.05749764315548
472,FRA_2020_1,1,7,13,2.4,7,13,-0.538236659888031,2.7655768300157,2.22734017012767
473,FRA_2020_1,1,13,35,4.82,13,35,0.510583498408916,4.23514156882858,4.74572506723749
483,FRA_2020_1,1,1,82,2.02,1,82,-0.314219969840643,2.63373696840788,2.31951699856724
488,FRA_2020_1,1,8,4,3.36,8,4,-0.0591988390667146,3.36269138654836,3.30349254748165
488,FRA_2020_1,1,10,82,3.76,10,82,0.120426855400313,3.36269138654836,3.48311824194867
489,FRA_2020_1,1,8,36,3.92,8,36,0.380074114310989,3.43784269035503,3.81791680466602
489,FRA_2020_1,1,8,65,3.28,8,65,-0.28013941760009,3.43784269035503,3.15770327275494
49,FRA_2020_1,1,5,34,2.76,5,34,0.0283417441100395,2.62100002188148,2.64934176599152
49,FRA_2020_1,1,6,74,2.28,6,74,-0.349121878488192,2.62100002188148,2.27187814339329
491,FRA_2020_1,1,11,22,3.12,11,22,-0.635714180738429,3.64485781200116,3.00914363126274
491,FRA_2020_1,1,5,70,4.64,5,70,0.842272019576542,3.64485781200116,4.48712983157771
50,FRA_2020_1,1,12,59,3.94,12,59,-0.487656850124179,4.4491008998045,3.96144404968033
50,FRA_2020_1,1,3,14,5.54,3,14,1.10844010580052,4.4491008998045,5.55754100560503
508,FRA_2020_1,1,11,36,3.4,11,36,-0.295613569056962,3.5742752425552,3.27866167349824
508,FRA_2020_1,1,13,58,4.14,13,58,0.465817854232425,3.5742752425552,4.04009309678762
51,FRA_2020_1,1,7,18,3.04,7,18,-0.139692150653229,2.97259302722303,2.8329008765698
515,FRA_2020_1,1,9,65,4.38,9,65,-0.0296199205972734,3.93797923908877,3.9083593184915
515,FRA_2020_1,1,6,20,4.3,6,20,0.387149955728934,3.93797923908877,4.32512919481771
52,FRA_2020_1,1,13,73,2.06,13,73,-0.443608160303886,2.38252216218538,1.9389140018815
522,FRA_2020_1,1,4,14,2.26,4,14,-0.222908836616216,2.74715509134523,2.52424625472902
522,FRA_2020_1,1,9,68,3.18,9,68,-0.0328951269656059,2.74715509134523,2.71425996437963
526,FRA_2020_1,1,5,40,5.48,5,40,0.738665046462965,4.61707061058485,5.35573565704781
526,FRA_2020_1,1,14,82,4.66,14,82,-0.0313689882281141,4.61707061058485,4.58570162235673
533,FRA_2020_1,1,3,42,2.96,3,42,0.302059382123283,2.63453558931504,2.93659497143832
533,FRA_2020_1,1,13,50,2.5,13,50,-0.203285762779879,2.63453558931504,2.43124982653516
533,FRA_2020_1,1,7,86,2.48,7,86,-0.412582259471457,2.63453558931504,2.22195332984358
543,FRA_2020_1,1,1,19,2.56,1,19,-0.0753581586951677,2.9471385066606,2.87178034796543
543,FRA_2020_1,1,1,71,2.6,1,71,-0.0774443432315706,2.9471385066606,2.86969416342903
546,FRA_2020_1,1,13,82,3.6,13,82,0.283071108533285,3.14433897977019,3.42741008830347
546,FRA_2020_1,1,7,31,3.04,7,31,-0.334305503238076,3.14433897977019,2.81003347653211
548,FRA_2020_1,1,10,13,3.46,10,13,-0.754828670109871,4.03581402772139,3.28098535761152
548,FRA_2020_1,1,9,66,5.68,9,66,1.16274851488644,4.03581402772139,5.19856254260782
55,FRA_2020_1,1,11,1,3.76,11,1,0.654505708988644,2.96037906422695,3.61488477321559
55,FRA_2020_1,1,8,77,2.28,8,77,-0.80048866150269,2.96037906422695,2.15989040272426
56,FRA_2020_1,1,12,47,3.44,12,47,0.306404473591388,3.15544855697364,3.46185303056503
56,FRA_2020_1,1,3,4,2.74,3,4,-0.351916880357723,3.15544855697364,2.80353167661592
560,FRA_2020_1,1,2,53,3.48,2,53,0.154313141448923,3.54342164936695,3.69773479081587
562,FRA_2020_1,1,6,47,2.34,6,47,-0.513599381155739,2.83337392747559,2.31977454631986
562,FRA_2020_1,1,14,33,3.1,14,33,0.302202430673598,2.83337392747559,3.13557635814919
564,FRA_2020_1,1,4,55,4.24,4,55,1.53390618194059,2.90981449723985,4.44372067918044
564,FRA_2020_1,1,4,13,0.9,4,13,-1.70593241559079,2.90981449723985,1.20388208164905
565,FRA_2020_1,1,1,3,3.04,1,3,0.477386402674821,2.89538368375378,3.3727700864286
565,FRA_2020_1,1,1,84,1.94,1,84,-0.656845227070579,2.89538368375378,2.2385384566832
567,FRA_2020_1,1,10,62,3.94,10,62,0.146986964668109,3.55318153727989,3.700168501948
567,FRA_2020_1,1,3,6,3.54,3,6,0.0123530072259266,3.55318153727989,3.56553454450581
57,FRA_2020_1,1,4,33,2.94,4,33,-0.150838808428539,3.33313896173814,3.1823001533096
57,FRA_2020_1,1,7,52,3.76,7,52,0.196845847832099,3.33313896173814,3.52998480957024
570,FRA_2020_1,1,7,50,2.54,7,50,0.492569304967787,1.81751319354586,2.31008249851365
570,FRA_2020_1,1,8,7,0.66,8,7,-1.22718534473172,1.81751319354586,0.590327848814136
575,FRA_2020_1,1,11,55,4.08,11,55,0.140159723239214,3.80134195758625,3.94150168082547
575,FRA_2020_1,1,7,14,4.16,7,14,0.146995277597029,3.80134195758625,3.94833723518328
577,FRA_2020_1,1,11,17,4.36,11,17,0.439956749216306,3.79687067026201,4.23682741947832
577,FRA_2020_1,1,9,78,4.14,9,78,-0.155104684996846,3.79687067026201,3.64176598526516
58,FRA_2020_1,1,14,30,2.6,14,30,0.384589377543802,2.22554400804299,2.6101333855868
58,FRA_2020_1,1,11,49,2.5,11,49,0.165502409082697,2.22554400804299,2.39104641712569
58,FRA_2020_1,1,12,86,1.22,12,86,-1.07455154804485,2.22554400804299,1.15099245999815
582,FRA_2020_1,1,9,51,2.02,9,51,-0.549656181157231,2.11415065269386,1.56449447153663
582,FRA_2020_1,1,11,35,2.2,11,35,-0.0321767299372002,2.11415065269386,2.08197392275666
584,FRA_2020_1,1,5,7,3.14,5,7,-0.506189390805316,3.57022748631035,3.06403809550503
584,FRA_2020_1,1,9,61,4.7,9,61,0.674308879054061,3.57022748631035,4.24453636536441
587,FRA_2020_1,1,2,21,1.18,2,21,-1.20196799910524,2.66470654664106,1.46273854753583
587,FRA_2020_1,1,10,78,3.84,10,78,0.903698911090615,2.66470654664106,3.56840545773168
592,FRA_2020_1,1,6,56,5.32,6,56,0.319561347884318,4.96987362228773,5.28943497017205
592,FRA_2020_1,1,12,14,5.52,12,14,0.569445907873631,4.96987362228773,5.53931953016136
6,FRA_2020_1,1,8,20,3.22,8,20,-0.160534329412212,3.2924654733428,3.13193114393059
6,FRA_2020_1,1,7,11,4.08,7,11,0.582332589575345,3.2924654733428,3.87479806291814
6,FRA_2020_1,1,9,59,3.36,9,59,-0.39674010168915,3.2924654733428,2.89572537165365
601,FRA_2020_1,1,1,80,3.38,1,80,0.128962005694414,3.55104786476599,3.6800098704604
601,FRA_2020_1,1,6,37,3.22,6,37,-0.317150814337434,3.55104786476599,3.23389705042855
601,FRA_2020_1,1,3,47,3.98,3,47,0.379541112305283,3.55104786476599,3.93058897707127
601,FRA_2020_1,1,10,10,3.4,10,10,-0.363232139091456,3.55104786476599,3.18781572567453
601,FRA_2020_1,1,2,68,3.44,2,68,0.133856479160875,3.55104786476599,3.68490434392686
601,FRA_2020_1,1,8,9,3.82,8,9,0.196264380095691,3.55104786476599,3.74731224486168
603,FRA_2020_1,1,10,48,3.1,10,48,-0.123649786159959,3.00374022445254,2.88009043829258
61,FRA_2020_1,1,14,59,2.8,14,59,0.213984548923194,2.60812073104446,2.82210527996765
61,FRA_2020_1,1,14,14,2.06,14,14,-0.541398162278603,2.60812073104446,2.06672256876585
629,FRA_2020_1,1,2,50,2.7,2,50,-0.106091053383567,3.03783154017572,2.93174048679216
639,FRA_2020_1,1,14,83,3.26,14,83,-0.0169298197761361,3.21094333610591,3.19401351632977
65,FRA_2020_1,1,1,61,4.12,1,61,0.253429916104223,4.11922679348116,4.37265670958538
65,FRA_2020_1,1,14,25,4.04,14,25,-0.0605160412999055,4.11922679348116,4.05871075218125
65,FRA_2020_1,1,13,14,4.48,13,14,0.263823178017431,4.11922679348116,4.38304997149859
65,FRA_2020_1,1,8,56,4.58,8,56,0.328672270004575,4.11922679348116,4.44789906348574
65,FRA_2020_1,1,11,20,4.74,11,20,0.499791233253574,4.11922679348116,4.61901802673473
65,FRA_2020_1,1,7,17,4.4,7,17,0.072697980925267,4.11922679348116,4.19192477440643
65,FRA_2020_1,1,10,53,5.14,10,53,0.792965246120023,4.11922679348116,4.91219203960118
65,FRA_2020_1,1,14,71,3.84,14,71,-0.287870917839006,4.11922679348116,3.83135587564215
65,FRA_2020_1,1,14,55,3.36,14,55,-0.739563216770666,4.11922679348116,3.37966357671049
65,FRA_2020_1,1,7,73,4.04,7,73,-0.319805432750703,4.11922679348116,3.79942136073046
65,FRA_2020_1,1,13,43,3.38,13,43,-0.798142205579164,4.11922679348116,3.321084587902
65,FRA_2020_1,1,13,72,4.94,13,72,0.680826262361521,4.11922679348116,4.80005305584268
65,FRA_2020_1,1,1,65,4.06,1,65,0.187858040608342,4.11922679348116,4.3070848340895
65,FRA_2020_1,1,8,74,4.9,8,74,0.657068032023641,4.11922679348116,4.7762948255048
65,FRA_2020_1,1,1,54,4.06,1,54,0.177200593759369,4.11922679348116,4.29642738724053
65,FRA_2020_1,1,11,26,4.12,11,26,-0.131444623430307,4.11922679348116,3.98778217005085
65,FRA_2020_1,1,1,13,3.88,1,13,0.111623690480936,4.11922679348116,4.2308504839621
65,FRA_2020_1,1,4,6,2.46,4,6,-1.38861494416152,4.11922679348116,2.73061184931964
65,FRA_2020_1,1,6,6,4.36,6,6,0.26744711130199,4.11922679348116,4.38667390478315
65,FRA_2020_1,1,12,11,3.98,12,11,-0.116564581848262,4.11922679348116,4.0026622116329
652,FRA_2020_1,1,14,61,0.96,14,61,-0.766744897257416,1.75513312098686,0.988388223729441
653,FRA_2020_1,1,9,48,3.1,9,48,0.146532781300006,2.49667875340924,2.64321153470925
653,FRA_2020_1,1,1,16,1.66,1,16,-0.531344587240832,2.49667875340924,1.96533416616841
662,FRA_2020_1,1,3,39,4.1,3,39,0.380215846388667,3.70858540997176,4.08880125636043
662,FRA_2020_1,1,11,53,3.7,11,53,-0.140835107069604,3.70858540997176,3.56775030290216
67,FRA_2020_1,1,12,6,2.38,12,6,0.14095100180131,2.25170992690085,2.39266092870216
67,FRA_2020_1,1,12,50,1.56,12,50,-0.651934006241289,2.25170992690085,1.59977592065956
670,FRA_2020_1,1,4,84,2.16,4,84,-0.20910863331208,2.60067968735535,2.39157105404327
670,FRA_2020_1,1,10,43,2.68,10,43,-0.122137489729237,2.60067968735535,2.47854219762611
673,FRA_2020_1,1,13,80,3.14,13,80,-0.121133901836671,3.10664325002332,2.98550934818665
673,FRA_2020_1,1,10,28,3.38,10,28,0.0504843208477603,3.10664325002332,3.15712757087108
676,FRA_2020_1,1,9,52,5.04,9,52,0.639150686242488,3.95127697378835,4.59042766003084
676,FRA_2020_1,1,7,41,3.9,7,41,-0.274771652614648,3.95127697378835,3.6765053211737
678,FRA_2020_1,1,6,15,3.4,6,15,-0.147226330650642,3.56704920203841,3.41982287138777
678,FRA_2020_1,1,3,78,3.9,3,78,0.313708843527969,3.56704920203841,3.88075804556638
68,FRA_2020_1,1,7,51,2.12,7,51,-0.143677310013943,2.02761311250473,1.88393580249078
68,FRA_2020_1,1,3,12,1.52,3,12,-0.482726762711373,2.02761311250473,1.54488634979335
681,FRA_2020_1,1,9,5,0.92,9,5,-1.07913259113027,1.55021079378399,0.471078202653724
681,FRA_2020_1,1,11,69,1.9,11,69,0.206842445561287,1.55021079378399,1.75705323934528
691,FRA_2020_1,1,12,34,4.32,12,34,0.0224809039088978,4.3467238885138,4.3692047924227
691,FRA_2020_1,1,12,48,4.86,12,48,0.54557307026081,4.3467238885138,4.89229695877461
697,FRA_2020_1,1,7,70,4.06,7,70,0.190245112968495,3.61318569220704,3.80343080517553
71,FRA_2020_1,1,12,20,3.14,12,20,-0.0253981444759619,3.19450158403503,3.16910343955907
72,FRA_2020_1,1,13,31,5.14,13,31,0.557171534653192,4.49445541420316,5.05162694885635
72,FRA_2020_1,1,1,60,4.32,1,60,0.0869715644799181,4.49445541420316,4.58142697868308
722,FRA_2020_1,1,3,67,2.76,3,67,-0.119411682819456,2.86185845204735,2.74244676922789
722,FRA_2020_1,1,13,24,2.88,13,24,-0.0773143127696829,2.86185845204735,2.78454413927766
739,FRA_2020_1,1,11,41,3.3,11,41,-0.317063302358362,3.50403729229638,3.18697398993802
739,FRA_2020_1,1,4,53,3.22,4,53,-0.075623507135496,3.50403729229638,3.42841378516089
739,FRA_2020_1,1,6,26,3.19,6,26,-0.30817234545725,3.50403729229638,3.19586494683913
739,FRA_2020_1,1,4,40,3.44,4,40,0.172033985366379,3.50403729229638,3.67607127766276
739,FRA_2020_1,1,7,56,3.64,7,56,-0.122628709442835,3.50403729229638,3.38140858285355
739,FRA_2020_1,1,13,30,3.86,13,30,0.258247891218364,3.50403729229638,3.76228518351475
739,FRA_2020_1,1,13,54,3.36,13,54,-0.225519459183078,3.50403729229638,3.27851783311331
739,FRA_2020_1,1,4,79,3.32,4,79,0.0383145437401682,3.50403729229638,3.54235183603655
739,FRA_2020_1,1,10,11,3.42,10,11,-0.296832117895387,3.50403729229638,3.207205174401
739,FRA_2020_1,1,13,1,3.84,13,1,0.218056833087726,3.50403729229638,3.72209412538411
