Genotype,Envir,Management,Row,Position,Sample_size,R,P,Sample_size_spats_residuals,Sample_size_spats_geno_pred_values,Sample_size_spats_adj_pheno
34,BEL_2021_2,2,14,62,20,14,62,2.71638871539517,17.0817503102363,19.7981390256315
34,BEL_2021_2,2,15,7,20,15,7,2.30425188952419,17.0817503102363,19.3860021997605
353,BEL_2021_2,2,13,4,15,13,4,0.0634037931783542,14.1698268750836,14.2332306682619
353,BEL_2021_2,2,12,78,11,12,78,-2.25722911702969,14.1698268750836,11.9125977580539
405,BEL_2021_2,2,15,93,20,15,93,3.18379438823731,17.1687288679437,20.352523256181
405,BEL_2021_2,2,14,8,20,14,8,2.05234083908134,17.1687288679437,19.221069707025
409,BEL_2021_2,2,12,61,15,12,61,-0.527820234652495,16.1540004742226,15.6261802395701
409,BEL_2021_2,2,14,36,20,14,36,3.2499046682308,16.1540004742226,19.4039051424534
424,BEL_2021_2,2,15,42,3,15,42,-8.58683283005736,11.5894628450602,3.00263001500289
435,BEL_2021_2,2,13,71,20,13,71,6.20940803517727,13.8505701287315,20.0599781639088
435,BEL_2021_2,2,13,44,5,13,44,-9.19421120249869,13.8505701287315,4.6563589262328
45,BEL_2021_2,2,15,100,9,15,100,-5.44334181536665,14.8166121004094,9.37327028504275
45,BEL_2021_2,2,15,22,20,15,22,4.85196589489425,14.8166121004094,19.6685779953036
457,BEL_2021_2,2,14,3,20,14,3,2.07748271190016,17.1205324219685,19.1980151338687
457,BEL_2021_2,2,13,76,20,13,76,3.03924291378596,17.1205324219685,20.1597753357545
468,BEL_2021_2,2,14,34,20,14,34,1.99013561191526,17.3976216246937,19.3877572366089
468,BEL_2021_2,2,12,105,20,12,105,3.81309522477965,17.3976216246937,21.2107168494733
473,BEL_2021_2,2,15,15,5,15,15,-7.4926034585902,12.0311188431156,4.5385153845254
49,BEL_2021_2,2,13,32,20,13,32,6.53297450210887,12.9756233095116,19.5085978116205
49,BEL_2021_2,2,15,77,1,15,77,-11.6855111821134,12.9756233095116,1.29011212739824
526,BEL_2021_2,2,15,64,20,15,64,3.67292215638617,16.5377803236818,20.2107024800679
546,BEL_2021_2,2,12,91,3,12,91,-9.45091805334167,13.5263745817322,4.07545652839051
546,BEL_2021_2,2,14,1,20,14,1,5.66290086608746,13.5263745817322,19.1892754478196
560,BEL_2021_2,2,12,31,9,12,31,-1.88535806641799,10.8379435593008,8.95258549288285
560,BEL_2021_2,2,15,74,2,15,74,-8.5634091182564,10.8379435593008,2.27453444104443
575,BEL_2021_2,2,13,13,20,13,13,3.31312297415346,16.0080690069486,19.3211919811021
575,BEL_2021_2,2,14,75,15,14,75,-0.952592551877352,16.0080690069486,15.0554764550712
587,BEL_2021_2,2,15,105,16,15,105,0.947472231811378,15.4377264063079,16.3851986381193
6,BEL_2021_2,2,14,86,1,14,86,-9.83195307711928,11.086903838919,1.25495076179973
601,BEL_2021_2,2,14,27,20,14,27,5.21451283591586,14.1204993896204,19.3350122255362
601,BEL_2021_2,2,14,105,6,14,105,-7.53054997994409,14.1204993896204,6.58994940967629
603,BEL_2021_2,2,15,103,20,15,103,3.12115086079321,17.2598271995353,20.3809780603285
603,BEL_2021_2,2,12,18,20,12,18,2.34068597718646,17.2598271995353,19.6005131767218
65,BEL_2021_2,2,15,1,14,15,1,-0.262988873183652,13.5296157789599,13.2666269057762
65,BEL_2021_2,2,13,62,9,13,62,-4.61866743141312,13.5296157789599,8.91094834754675
65,BEL_2021_2,2,15,104,16,15,104,2.85336693449776,13.5296157789599,16.3829827134576
65,BEL_2021_2,2,12,40,12,12,40,-1.3508811288601,13.5296157789599,12.1787346500998
65,BEL_2021_2,2,15,18,20,15,18,6.0637721501012,13.5296157789599,19.5933879290611
65,BEL_2021_2,2,12,90,6,12,90,-6.46458857678799,13.5296157789599,7.06502720217188
652,BEL_2021_2,2,15,92,20,15,92,6.06023553712897,14.2889266416789,20.3491621788078
652,BEL_2021_2,2,14,26,7,14,26,-7.95898400633032,14.2889266416789,6.32994263534854
653,BEL_2021_2,2,15,13,3,15,13,-8.94424151647209,11.4452045257094,2.50096300923733
67,BEL_2021_2,2,14,15,20,14,15,2.11261178760534,17.1473661196732,19.2599779072786
67,BEL_2021_2,2,15,65,20,15,65,3.07059594248528,17.1473661196732,20.2179620621585
68,BEL_2021_2,2,15,3,19,15,3,1.33841907908393,16.9688351411981,18.307254220282
68,BEL_2021_2,2,15,99,20,15,99,3.40246738462643,16.9688351411981,20.3713025258245
691,BEL_2021_2,2,12,30,20,12,30,6.23939692807067,13.6858176772582,19.9252146053289
691,BEL_2021_2,2,12,89,3,12,89,-9.63238423014193,13.6858176772582,4.05343344711626
737,BEL_2021_2,2,13,84,7,13,84,-5.48802374036239,12.840213059759,7.35218931939664
739,BEL_2021_2,2,13,92,7,13,92,-1.43018422085527,9.00784642711661,7.57766220626134
739,BEL_2021_2,2,12,22,1,12,22,-8.29639609696785,9.00784642711661,0.711450330148757
739,BEL_2021_2,2,12,68,3,12,68,-5.25636288504445,9.00784642711661,3.75148354207216
74,BEL_2021_2,2,13,36,16,13,36,-0.815762925976582,16.370514868259,15.5547519422825
74,BEL_2021_2,2,14,97,20,14,97,4.07427482876892,16.370514868259,20.444789697028
740,BEL_2021_2,2,14,82,20,14,82,6.01060225373455,14.1730612055577,20.1836634592923
740,BEL_2021_2,2,12,9,19,12,9,4.17969982967569,14.1730612055577,18.3527610352334
740,BEL_2021_2,2,15,29,2,15,29,-12.3761141584493,14.1730612055577,1.79694704710839
750,BEL_2021_2,2,15,44,14,15,44,-0.731531434771728,14.7600421296474,14.0285106948756
8,BEL_2021_2,2,13,9,9,13,9,-5.50214851846859,13.7849887337538,8.28284021528519
8,BEL_2021_2,2,13,75,16,13,75,2.35486348987419,13.7849887337538,16.139852223628
80,BEL_2021_2,2,13,61,4,13,61,-9.73284883993337,13.6298983997901,3.89704955985678
80,BEL_2021_2,2,15,31,20,15,31,6.20131815544191,13.6298983997901,19.8312165552321
81,BEL_2021_2,2,13,12,20,13,12,3.69611598168098,15.6154014529127,19.3115174345937
81,BEL_2021_2,2,15,81,13,15,81,-2.30844310631936,15.6154014529127,13.3069583465933
89,BEL_2021_2,2,12,25,20,12,25,3.37497156559241,16.4175206514599,19.7924922170523
9,BEL_2021_2,2,15,66,20,15,66,3.0411638800176,17.1834426761111,20.2246065561287
9,BEL_2021_2,2,14,37,20,14,37,2.23142569442581,17.1834426761111,19.4148683705369
929,BEL_2021_2,2,12,103,8,12,103,-4.17702759299384,13.3693610857679,9.19233349277409
997,BEL_2021_2,2,12,17,20,12,17,2.43242973090425,17.1411516388786,19.5735813697829
997,BEL_2021_2,2,14,66,20,14,66,2.73538124822222,17.1411516388786,19.8765328871008
ACW_25454,BEL_2021_2,2,14,92,19,14,92,2.31354254576403,17.0434691458915,19.3570116916556
ACW_25454,BEL_2021_2,2,12,20,20,12,20,2.6122541657532,17.0434691458915,19.6557233116447
ACW_25469,BEL_2021_2,2,15,36,20,15,36,2.69567492384982,17.2180295802769,19.9137045041267
ACW_25469,BEL_2021_2,2,13,60,20,13,60,2.66260579160152,17.2180295802769,19.8806353718784
ACW_25584,BEL_2021_2,2,12,4,9,12,4,-2.59241258581385,10.8083358099754,8.21592322416158
ACW_25584,BEL_2021_2,2,13,102,2,13,102,-7.92970958345841,10.8083358099754,2.87862622651702
ACW_25591,BEL_2021_2,2,14,25,20,14,25,2.04050544134191,17.2817234930843,19.3222289344262
ACW_25591,BEL_2021_2,2,13,98,20,13,98,3.47558078447145,17.2817234930843,20.7573042775558
DLO_12_066,BEL_2021_2,2,13,2,9,13,2,-4.87494873236185,13.0876641532882,8.21271542092635
DLO_12_084,BEL_2021_2,2,15,72,20,15,72,3.03934320453493,17.2214395083445,20.2607827128795
DLO_12_084,BEL_2021_2,2,14,48,20,14,48,2.32738581335692,17.2214395083445,19.5488253217015
DLO_12_233,BEL_2021_2,2,13,85,20,13,85,6.98805945980584,13.3889299482218,20.3769894080277
DLO_12_233,BEL_2021_2,2,12,6,3,12,6,-11.1166040158715,13.3889299482218,2.27232593235034
DLO_12_289,BEL_2021_2,2,15,47,20,15,47,3.56761542371477,16.4952761181352,20.06289154185
FuGa_187,BEL_2021_2,2,13,103,11,13,103,-3.51483218347874,15.4228947727926,11.9080625893138
FuGa_187,BEL_2021_2,2,15,32,20,15,32,4.42555814875978,15.4228947727926,19.8484529215524
FuGa_215,BEL_2021_2,2,14,91,14,14,91,-1.54826576699125,15.8899778417938,14.3417120748025
FuGa_215,BEL_2021_2,2,14,45,20,14,45,3.61621820551508,15.8899778417938,19.5061960473089
FuGa_243,BEL_2021_2,2,14,43,20,14,43,3.15281968058829,16.3278550703214,19.4806747509097
FuPi_005,BEL_2021_2,2,13,79,20,13,79,3.68500485098655,16.5426571755394,20.227662026526
FuPi_023,BEL_2021_2,2,15,95,11,15,95,-2.33204815672596,13.6912679917361,11.3592198350101
FuPi_023,BEL_2021_2,2,13,43,13,13,43,-1.04743566251771,13.6912679917361,12.6438323292184
FuPi_114,BEL_2021_2,2,13,83,20,13,83,3.14587389001408,17.1797226131242,20.3255965031383
FuPi_114,BEL_2021_2,2,14,21,20,14,21,2.11749900402228,17.1797226131242,19.2972216171465
GaCr_010,BEL_2021_2,2,12,45,16,12,45,-0.213675994420768,16.5085639220249,16.2948879276041
GaCr_010,BEL_2021_2,2,15,85,20,15,85,3.81421275366003,16.5085639220249,20.3227766756849
GaCr_041,BEL_2021_2,2,15,38,20,15,38,2.48366132924716,17.4619808960589,19.9456422253061
GaCr_041,BEL_2021_2,2,12,80,20,12,80,3.47902348376458,17.4619808960589,20.9410043798235
GaCr_043,BEL_2021_2,2,13,72,20,13,72,2.89838022970883,17.1799561327761,20.0783363624849
GaCr_043,BEL_2021_2,2,12,16,20,12,16,2.36557122334868,17.1799561327761,19.5455273561248
GaCr_052,BEL_2021_2,2,15,45,3,15,45,-6.25729048100083,9.29780716997982,3.04051668897898
GaCr_052,BEL_2021_2,2,14,88,1,14,88,-8.00725749388299,9.29780716997982,1.29054967609682
GaPi_014,BEL_2021_2,2,14,99,9,14,99,-5.2621140415589,14.7431154660452,9.48100142448631
GaPi_014,BEL_2021_2,2,14,10,20,14,10,4.48864577686523,14.7431154660452,19.2317612429104
GaPi_023,BEL_2021_2,2,15,30,20,15,30,3.38929718422821,16.4233027987512,19.8125999829794
GaPi_035,BEL_2021_2,2,14,72,20,14,72,3.51933471663035,16.4757889206333,19.9951236372636
GaPi_038,BEL_2021_2,2,12,33,6,12,33,-6.44721646087743,12.4530609421564,6.00584448127897
I_BB002,BEL_2021_2,2,12,86,20,12,86,4.24823126506657,16.7699882365839,21.0182195016504
I_BB012,BEL_2021_2,2,12,94,20,12,94,4.31091206597331,16.7952876412656,21.1061997072389
I_BB028,BEL_2021_2,2,12,79,13,12,79,-0.0703805569099387,13.9968427907501,13.9264622338402
I_BB028,BEL_2021_2,2,14,40,12,14,40,-2.5520232685522,13.9968427907501,11.4448195221979
I_BB039,BEL_2021_2,2,12,15,20,12,15,2.76806610695943,16.7507509926808,19.5188170996402
I_BB039,BEL_2021_2,2,12,102,17,12,102,1.43250372613854,16.7507509926808,18.1832547188193
I_CC003,BEL_2021_2,2,12,24,20,12,24,3.35538006636607,16.4096130743377,19.7649931407038
I_CC059,BEL_2021_2,2,12,47,20,12,47,5.1095373408293,15.2290153718677,20.338552712697
I_CC059,BEL_2021_2,2,13,91,10,13,91,-4.67915928421154,15.2290153718677,10.5498560876561
I_CC067,BEL_2021_2,2,15,88,11,15,88,-2.6491167718066,13.986060834712,11.3369440629054
I_J030,BEL_2021_2,2,12,62,7,12,62,-5.28049238318756,12.9239774615114,7.64348507832385
I_J033,BEL_2021_2,2,15,35,6,15,35,-4.63297816466422,10.5315323664409,5.89855420177671
I_J033,BEL_2021_2,2,14,70,4,14,70,-6.57494122998778,10.5315323664409,3.95659113645315
I_J046,BEL_2021_2,2,12,81,11,12,81,-2.20967891328561,14.163428003835,11.9537490905494
I_J056,BEL_2021_2,2,15,67,20,15,67,3.08853989709313,17.1417496120571,20.2302895091502
I_J056,BEL_2021_2,2,13,3,20,13,3,2.0807525966468,17.1417496120571,19.2225022087039
I_J063,BEL_2021_2,2,15,34,10,15,34,-3.68514868810146,13.5678946604711,9.88274597236968
I_M056,BEL_2021_2,2,15,12,3,15,12,-8.9580345627881,11.4396373367856,2.48160277399753
I_W046,BEL_2021_2,2,15,84,20,15,84,3.14914810541184,17.1714500343016,20.3205981397135
I_W046,BEL_2021_2,2,14,16,20,14,16,2.09372897567214,17.1714500343016,19.2651790099738
I_W049,BEL_2021_2,2,12,70,20,12,70,5.23460581722655,15.5507524329742,20.7853582502008
I_W049,BEL_2021_2,2,13,35,12,13,35,-4.00710478774665,15.5507524329742,11.5436476452276
I_W050,BEL_2021_2,2,13,38,20,13,38,2.33302355304899,17.2471014578868,19.5801250109358
I_W050,BEL_2021_2,2,15,90,20,15,90,3.09728449250671,17.2471014578868,20.3443859503935
JoPr_1990_102_097,BEL_2021_2,2,14,6,20,14,6,1.86294374720661,17.3499017834589,19.2128455306655
JoPr_1990_102_097,BEL_2021_2,2,12,101,20,12,101,3.82205830484419,17.3499017834589,21.1719600883031
JoPr_1990_102_202,BEL_2021_2,2,14,71,20,14,71,3.50550335908903,16.4702062684228,19.9757096275118
JoPr_1990_102_232,BEL_2021_2,2,13,5,10,13,5,-1.7408964137143,10.9842932495677,9.24339683585338
JoPr_1990_102_232,BEL_2021_2,2,13,94,2,13,94,-8.34528058697023,10.9842932495677,2.63901266259746
JoPr_1990_102_242,BEL_2021_2,2,12,36,20,12,36,3.57972472912149,16.5001637107228,20.0798884398443
JoPr_1990_102_257,BEL_2021_2,2,14,85,20,14,85,3.05033445778237,17.1858309266306,20.2361653844129
JoPr_1990_102_257,BEL_2021_2,2,13,23,20,13,23,2.22817215135855,17.1858309266306,19.4140030779891
Modi,BEL_2021_2,2,14,44,20,14,44,4.12741595499893,15.3656171686379,19.4930331236368
Modi,BEL_2021_2,2,13,81,20,13,81,4.90927437489534,15.3656171686379,20.2748915435332
Modi,BEL_2021_2,2,14,12,20,14,12,3.87637060815381,15.3656171686379,19.2419877767917
Modi,BEL_2021_2,2,13,73,10,13,73,-5.26655502339009,15.3656171686379,10.0990621452478
Modi,BEL_2021_2,2,14,80,4,14,80,-11.2166153397523,15.3656171686379,4.14900182888562
Modi,BEL_2021_2,2,15,24,20,15,24,4.3389266716682,15.3656171686379,19.7045438403061
NOVADI_0114,BEL_2021_2,2,13,95,20,13,95,3.43464042673339,17.2333215230521,20.6679619497855
NOVADI_0114,BEL_2021_2,2,14,2,20,14,2,1.96152699920089,17.2333215230521,19.194848522253
NOVADI_0268,BEL_2021_2,2,14,77,6,14,77,-5.84231272986195,11.9365065126058,6.09419378274383
NOVADI_0268,BEL_2021_2,2,15,46,10,15,46,-1.8846984836385,11.9365065126058,10.0518080289673
NOVADI_0347,BEL_2021_2,2,15,79,11,15,79,-3.88365883533282,15.1821977983249,11.2985389629921
NOVADI_0347,BEL_2021_2,2,14,33,20,14,33,4.19804352992914,15.1821977983249,19.380241328254
NOVADI_0356,BEL_2021_2,2,14,81,20,14,81,6.40929079342132,13.7568142592359,20.1661050526572
NOVADI_0356,BEL_2021_2,2,12,38,4,12,38,-9.62637978183712,13.7568142592359,4.13043447739876
NOVADI_0382,BEL_2021_2,2,12,27,20,12,27,2.51969833814258,17.3264724894551,19.8461708275977
NOVADI_0382,BEL_2021_2,2,13,87,20,13,87,3.10725622499246,17.3264724894551,20.4337287144475
NOVADI_0830,BEL_2021_2,2,13,97,6,13,97,-6.54957380286313,13.2779577603317,6.72838395746857
NOVADI_0830,BEL_2021_2,2,15,9,16,15,9,2.14608895856404,13.2779577603317,15.4240467188957
NOVADI_0980,BEL_2021_2,2,12,34,12,12,34,-3.53101883843099,15.5617690147809,12.0307501763499
NOVADI_0980,BEL_2021_2,2,15,91,20,15,91,4.7858141137472,15.5617690147809,20.3475831285281
NOVADI_1015,BEL_2021_2,2,14,67,20,14,67,6.69045138207985,13.2051875599866,19.8956389420664
NOVADI_1015,BEL_2021_2,2,15,37,2,15,37,-11.2742287865067,13.2051875599866,1.93095877347986
TeBr_043,BEL_2021_2,2,12,95,10,12,95,-0.309549489776806,11.42466277919,11.1151132894132
TeBr_043,BEL_2021_2,2,12,23,3,12,23,-8.68558544257045,11.42466277919,2.73907733661953
101,BEL_2023_1,1,18,91,20,18,91,1.69108518252956,19.1449133901734,20.835998572703
101,BEL_2023_1,1,17,17,20,17,17,0.925353666175447,19.1449133901734,20.0702670563489
1015,BEL_2023_1,1,22,108,2,22,108,-12.2653342282273,14.0594938143999,1.79415958617257
1015,BEL_2023_1,1,18,40,16,18,40,2.21508900354751,14.0594938143999,16.2745828179474
1020,BEL_2023_1,1,26,35,6,26,35,-9.72941184634102,15.7108037274199,5.98139188107888
1020,BEL_2023_1,1,25,77,20,25,77,3.79222369862642,15.7108037274199,19.5030274260463
1091,BEL_2023_1,1,22,94,20,22,94,0.605573577612773,18.8405336040625,19.4461071816753
1091,BEL_2023_1,1,24,15,20,24,15,1.25272082862407,18.8405336040625,20.0932544326866
1106.1,BEL_2023_1,1,17,35,20,17,35,1.61207906696192,18.7416830841513,20.3537621511133
1113,BEL_2023_1,1,22,96,20,22,96,0.806045714585434,18.9117010017343,19.7177467163197
1113,BEL_2023_1,1,21,50,20,21,50,1.22951134013131,18.9117010017343,20.1412123418656
112,BEL_2023_1,1,18,57,20,18,57,1.43845149979378,18.937416444989,20.3758679447828
112,BEL_2023_1,1,23,63,20,23,63,0.661157181472465,18.937416444989,19.5985736264615
1123,BEL_2023_1,1,20,9,20,20,9,1.13378241950788,19.0536268663164,20.1874092858243
1123,BEL_2023_1,1,17,67,20,17,67,1.25528137378117,19.0536268663164,20.3089082400975
1125,BEL_2023_1,1,24,44,20,24,44,0.971741614228669,18.9476478174101,19.9193894316387
1125,BEL_2023_1,1,20,66,20,20,66,1.15335121051161,18.9476478174101,20.1009990279217
114,BEL_2023_1,1,20,20,20,20,20,0.987066650896264,19.1775752526298,20.1646419035261
114,BEL_2023_1,1,17,100,20,17,100,1.7107258573878,19.1775752526298,20.8883011100176
118,BEL_2023_1,1,18,42,20,18,42,1.34303534827265,19.0356977271096,20.3787330753823
118,BEL_2023_1,1,20,73,20,20,73,1.00137082362338,19.0356977271096,20.037068550733
12_196,BEL_2023_1,1,17,47,20,17,47,1.20809167885509,19.074242975986,20.282334654841
12_196,BEL_2023_1,1,21,74,20,21,74,1.23232240011168,19.074242975986,20.3065653760976
12_197,BEL_2023_1,1,18,14,20,18,14,1.07858167471445,19.0734350427649,20.1520167174794
12_197,BEL_2023_1,1,19,72,20,19,72,1.35982001673727,19.0734350427649,20.4332550595022
12_204,BEL_2023_1,1,26,65,20,26,65,0.871524170583186,18.8271251539287,19.6986493245119
12_204,BEL_2023_1,1,26,42,20,26,42,0.953372676371007,18.8271251539287,19.7804978302997
12_205,BEL_2023_1,1,23,46,20,23,46,0.800231885912496,18.9327485110964,19.7329803970089
12_205,BEL_2023_1,1,21,84,20,21,84,1.28774997813409,18.9327485110964,20.2204984892305
12_B006,BEL_2023_1,1,21,69,20,21,69,1.36798026409931,18.8968812294199,20.2648614935192
12_B006,BEL_2023_1,1,26,53,20,26,53,0.630663931973608,18.8968812294199,19.5275451613935
12_B020,BEL_2023_1,1,24,32,20,24,32,1.02040949437963,18.7275013650847,19.7479108594643
12_B020,BEL_2023_1,1,25,114,20,25,114,0.55634596705513,18.7275013650847,19.2838473321398
12_B023,BEL_2023_1,1,18,116,15,18,116,-2.23752062345887,18.0275545638056,15.7900339403467
12_B023,BEL_2023_1,1,17,54,20,17,54,2.07085946648598,18.0275545638056,20.0984140302915
12_B057,BEL_2023_1,1,20,56,20,20,56,1.00632375073338,18.9708850586168,19.9772088093502
12_B057,BEL_2023_1,1,21,66,20,21,66,1.17664803339607,18.9708850586168,20.1475330920129
12_B061,BEL_2023_1,1,21,79,20,21,79,1.32227492753521,19.050917815936,20.3731927434712
12_B061,BEL_2023_1,1,17,45,20,17,45,1.06004120515372,19.050917815936,20.1109590210897
12_B064,BEL_2023_1,1,25,88,20,25,88,1.7133561612074,18.0170062093078,19.7303623705152
12_B064,BEL_2023_1,1,24,33,16,24,33,-1.9062909956863,18.0170062093078,16.1107152136215
12_B074,BEL_2023_1,1,24,92,20,24,92,0.606532058746598,18.8851813375392,19.4917133962858
12_B074,BEL_2023_1,1,17,42,20,17,42,1.36297022839681,18.8851813375392,20.2481515659361
12_B081,BEL_2023_1,1,22,34,20,22,34,0.784963315277651,18.9639590282734,19.7489223435511
12_B081,BEL_2023_1,1,18,68,20,18,68,1.38075722007379,18.9639590282734,20.3447162483472
12_B093,BEL_2023_1,1,20,93,20,20,93,3.1322317839278,16.9821654105631,20.1143971944909
12_B093,BEL_2023_1,1,23,11,11,23,11,-5.90273200286275,16.9821654105631,11.0794334077004
12_B095,BEL_2023_1,1,19,99,20,19,99,1.32459429596602,18.9941383698781,20.3187326658441
12_B095,BEL_2023_1,1,23,23,20,23,23,0.916296474594684,18.9941383698781,19.9104348444728
12_E003,BEL_2023_1,1,21,63,20,21,63,1.12515201482916,18.9760151789502,20.1011671937794
12_E003,BEL_2023_1,1,19,19,20,19,19,1.07059779332631,18.9760151789502,20.0466129722766
12_E014,BEL_2023_1,1,22,13,20,22,13,0.878817626766182,18.9677439507681,19.8465615775342
12_E014,BEL_2023_1,1,19,78,20,19,78,1.29633033473314,18.9677439507681,20.2640742855012
12_E015,BEL_2023_1,1,17,96,20,17,96,1.86826999451267,19.1145319978968,20.9828019924095
12_E015,BEL_2023_1,1,22,36,20,22,36,0.672495354308285,19.1145319978968,19.7870273522051
12_E017,BEL_2023_1,1,22,101,20,22,101,0.774866426313846,18.7979005783614,19.5727670046752
12_E017,BEL_2023_1,1,24,45,20,24,45,0.977238301843876,18.7979005783614,19.7751388802052
12_E024,BEL_2023_1,1,23,27,20,23,27,0.945387982542318,19.095770767793,20.0411587503353
12_E024,BEL_2023_1,1,18,93,20,18,93,1.54864718580636,19.095770767793,20.6444179535993
12_E025,BEL_2023_1,1,21,11,20,21,11,1.487868272106,18.9234578547341,20.4113261268401
12_E025,BEL_2023_1,1,26,67,20,26,67,0.576972569410962,18.9234578547341,19.5004304241451
12_E034,BEL_2023_1,1,23,16,20,23,16,1.09778524661921,18.8616940185818,19.9594792652011
12_E034,BEL_2023_1,1,25,84,20,25,84,0.813215191358935,18.8616940185818,19.6749092099408
12_E035,BEL_2023_1,1,25,43,20,25,43,1.08091107327967,18.5284297893311,19.6093408626108
12_E039,BEL_2023_1,1,19,68,20,19,68,1.19885732895588,18.9934957425396,20.1923530714955
12_E039,BEL_2023_1,1,20,25,20,20,25,1.04043279541394,18.9934957425396,20.0339285379536
12_E043,BEL_2023_1,1,19,88,20,19,88,1.33758740876509,19.2164688044249,20.55405621319
12_E043,BEL_2023_1,1,21,48,20,21,48,1.45708055408845,19.2164688044249,20.6735493585134
12_F002,BEL_2023_1,1,22,6,20,22,6,0.947736531156764,18.844939560418,19.7926760915747
12_F002,BEL_2023_1,1,24,109,20,24,109,0.921532162720371,18.844939560418,19.7664717231384
12_F007,BEL_2023_1,1,20,97,20,20,97,1.0530453505306,19.0284218488146,20.0814671993452
12_F007,BEL_2023_1,1,20,51,20,20,51,1.27323817674472,19.0284218488146,20.3016600255593
12_F014,BEL_2023_1,1,21,96,20,21,96,1.23556751905825,19.0396556292892,20.2752231483475
12_F014,BEL_2023_1,1,21,6,20,21,6,1.1186969340976,19.0396556292892,20.1583525633868
12_F019,BEL_2023_1,1,19,4,20,19,4,1.23017272621655,18.8765952869023,20.1067680131188
12_F019,BEL_2023_1,1,26,90,20,26,90,0.717943559391348,18.8765952869023,19.5945388462936
